"","carat","clarity","carat_clarity","mean_price","mean_table","mean_length","mean_width","mean_depth","mean_depth_percent","mean_volume","mean_price_per_volume"
"1335",2.36,"VS1","2.36_VS1",17829,57,8.6,8.55,5.28,61.6,388.24,45.92
"1336",2.36,"VS2","2.36_VS2",17534,59,8.64,8.69,5.21,60.1,391.18,44.82
"1337",2.37,"SI1","2.37_SI1",18508,55,8.53,8.56,5.29,61.9,386.26,47.92
"1338",2.37,"SI2","2.37_SI2",16479,56,8.54,8.52,5.3,62.2,385.63,42.73
"1339",2.37,"VS2","2.37_VS2",15895,56.67,8.6,8.57,5.32,62,392.09,40.54
"1340",2.38,"SI1","2.38_SI1",14503.5,59,8.68,8.62,5.22,60.3,390.57,37.13
"1341",2.38,"SI2","2.38_SI2",12682,58.5,8.62,8.55,5.28,61.5,389.14,32.59
"1342",2.38,"VS1","2.38_VS1",18522,59,8.62,8.59,5.24,60.9,388,47.74
"1343",2.38,"VS2","2.38_VS2",16986,58.67,8.52,8.5,5.31,62.43,384.55,44.17
"1344",2.39,"SI1","2.39_SI1",16302,58,8.61,8.55,5.25,61.2,386.48,42.18
"1345",2.39,"VS1","2.39_VS1",17642.33,59,8.62,8.65,5.26,60.97,392.2,44.98
"1346",2.39,"VS2","2.39_VS2",17373,57.5,8.54,8.54,5.31,62.2,387.27,44.86
"1347",2.4,"SI1","2.4_SI1",16032.33,58.17,8.69,8.66,5.22,60.27,392.83,40.81
"1348",2.4,"SI2","2.4_SI2",16645.43,56.93,8.51,8.5,5.33,62.74,385.55,43.17
"1349",2.41,"SI2","2.41_SI2",15930.25,59.5,8.75,8.69,5.22,59.9,396.92,40.13
"1350",2.41,"VS1","2.41_VS1",15320,60,8.66,8.6,5.27,61.1,392.49,39.03
"1351",2.42,"SI2","2.42_SI2",16355,58,8.67,8.61,5.3,61.38,395.64,41.34
"1352",2.42,"VS1","2.42_VS1",17262,59,8.8,8.78,5.26,59.8,406.41,42.47
"1353",2.42,"VS2","2.42_VS2",17891.5,59,8.61,8.58,5.27,61.3,389.31,45.96
"1354",2.43,"I1","2.43_I1",9716,60,8.54,8.49,5.25,61.7,380.65,25.52
"1355",2.43,"SI2","2.43_SI2",15932,58.25,8.53,8.5,5.37,63.05,389.35,40.92
"1356",2.43,"VS2","2.43_VS2",18692,57,8.63,8.54,5.34,62.2,393.56,47.49
"1357",2.44,"SI1","2.44_SI1",17472,53,8.58,8.62,5.41,62.9,400.12,43.67
"1358",2.44,"SI2","2.44_SI2",13027,56,8.74,8.7,5.35,61.4,406.8,32.02
"1359",2.44,"VS2","2.44_VS2",17481.5,59.5,8.82,8.88,5.23,59.1,409.62,42.68
"1360",2.45,"SI2","2.45_SI2",13420.67,58.67,8.69,8.63,5.37,62.03,402.72,33.33
"1361",2.45,"VS2","2.45_VS2",18113,56,8.72,8.81,5.3,60.4,407.16,44.49
"1362",2.46,"SI2","2.46_SI2",14227,57.33,8.69,8.62,5.35,61.67,400.76,35.5
"1363",2.47,"SI2","2.47_SI2",15644,57.33,8.71,8.65,5.32,61.33,400.82,39.03
"1364",2.48,"SI1","2.48_SI1",17304,58,8.64,8.58,5.35,62.15,396.6,43.63
"1365",2.48,"SI2","2.48_SI2",16234.33,59.83,8.66,8.59,5.34,61.95,397.24,40.87
"1366",2.48,"VS2","2.48_VS2",16820,58,8.83,8.76,5.29,60.1,409.19,41.11
"1367",2.49,"I1","2.49_I1",6289,58,8.26,8.18,5.45,66.3,368.24,17.08
"1368",2.49,"SI1","2.49_SI1",16915,54,8.56,8.49,5.45,63.8,396.08,42.71
"1369",2.49,"SI2","2.49_SI2",18325,56,8.76,8.7,5.34,61.2,406.97,45.03
"1370",2.5,"I1","2.5_I1",8344,58.67,8.59,8.5,5.41,63.23,395.01,21.12
"1371",2.5,"SI1","2.5_SI1",17028,57,8.58,8.65,5.41,62.8,401.51,42.41
"1372",2.5,"SI2","2.5_SI2",15171.9,57.2,8.55,8.49,5.43,63.72,394.16,38.49
"1373",2.5,"VS2","2.5_VS2",17640,57.5,8.66,8.64,5.36,61.95,401.05,43.98
"1374",2.51,"SI1","2.51_SI1",16539.33,57,8.67,8.67,5.38,62.1,404.41,40.9
"1375",2.51,"SI2","2.51_SI2",16526.85,59.08,8.72,8.69,5.34,61.39,404.65,40.84
"1376",2.51,"VS2","2.51_VS2",18020,58,8.73,8.67,5.41,62.2,409.48,44.01
"1377",2.52,"I1","2.52_I1",10076,57,8.39,8.33,5.6,66.9,391.38,25.74
"1378",2.52,"SI1","2.52_SI1",17741.5,57.5,8.83,8.78,5.28,60,409.34,43.34
"1379",2.52,"SI2","2.52_SI2",16770,58.17,8.62,8.56,5.44,63.4,401.4,41.78
"1380",2.53,"SI1","2.53_SI1",17481.5,58,8.75,8.66,5.42,62.25,410.7,42.57
"1381",2.53,"SI2","2.53_SI2",16238,57.5,8.74,8.66,5.38,62,407.2,39.88
"1382",2.54,"SI2","2.54_SI2",15125.25,56.62,8.72,8.68,5.44,62.59,411.75,36.73
"1383",2.55,"SI2","2.55_SI2",14563,58.5,8.68,8.58,5.46,63.3,406.63,35.81
"1384",2.55,"VS1","2.55_VS1",18766,62,8.7,8.65,5.36,61.8,403.37,46.52
"1385",2.56,"SI1","2.56_SI1",17469.5,58,8.75,8.75,5.37,61.4,411.14,42.49
"1386",2.56,"SI2","2.56_SI2",15231,62,8.62,8.57,5.47,63.6,404.09,37.69
"1387",2.57,"SI1","2.57_SI1",18485,58,8.77,8.65,5.49,63,416.47,44.38
"1388",2.57,"SI2","2.57_SI2",17520,59,8.91,8.84,5.33,60.1,419.81,41.73
"1389",2.58,"SI2","2.58_SI2",14481.33,59.67,8.81,8.75,5.46,62.23,420.9,34.41
"1390",2.59,"VS1","2.59_VS1",16465,56,8.83,8.77,5.43,61.7,420.49,39.16
"1391",2.6,"SI2","2.6_SI2",17535,58,8.82,8.75,5.42,61.8,418.29,41.92
"1392",2.61,"SI2","2.61_SI2",16583,58,8.71,8.62,5.51,63.63,413.69,40.09
"1393",2.63,"I1","2.63_I1",10532.5,61,8.79,8.79,5.47,62.3,422.63,24.92
"1394",2.63,"SI2","2.63_SI2",16914,57,8.83,8.88,5.5,62.1,431.26,39.22
"1395",2.64,"SI2","2.64_SI2",17407,55,8.88,8.83,5.52,62.3,432.83,40.22
"1396",2.65,"SI2","2.65_SI2",16314,61,8.82,8.75,5.45,62,420.6,38.79
"1397",2.66,"SI2","2.66_SI2",17367,58.5,8.71,8.65,5.56,64.05,418.9,41.46
"1398",2.67,"SI2","2.67_SI2",18686,58,8.69,8.64,5.54,63.8,415.95,44.92
"1399",2.68,"I1","2.68_I1",9042,58,8.96,8.92,5.46,61.05,436.38,20.72
"1400",2.7,"SI2","2.7_SI2",14341,56,8.84,8.78,5.56,63.1,431.54,33.23
"1401",2.71,"SI2","2.71_SI2",17146,59,9.13,9.03,5.48,60.4,451.79,37.95
"1402",2.72,"I1","2.72_I1",9232,55.5,8.82,8.78,5.61,63.9,434.44,21.25
"1403",2.72,"SI2","2.72_SI2",17801,56,8.97,8.93,5.56,62.1,445.37,39.97
"1404",2.74,"I1","2.74_I1",8807,61,8.76,8.66,5.65,64.9,428.62,20.55
"1405",2.74,"SI2","2.74_SI2",17174,60,8.88,8.87,5.54,62.4,436.36,39.36
"1406",2.75,"I1","2.75_I1",13156,57,9.04,8.98,5.49,60.9,445.67,29.52
"1407",2.75,"SI2","2.75_SI2",15415,61,8.99,8.97,5.48,60.5,441.91,34.88
"1408",2.77,"I1","2.77_I1",10424,62,8.93,8.83,5.56,62.6,438.42,23.78
"1409",2.8,"SI2","2.8_SI2",15030,59,9.03,8.98,5.5,61.1,445.99,33.7
"1410",3,"I1","3_I1",10034,60.2,9.21,9.09,5.69,62.22,476.36,21.06
"1411",3,"SI2","3_SI2",16286,60.67,9.18,9.02,5.61,61.6,464.53,35.06
"1412",3.01,"I1","3.01_I1",11316,59,9.22,9.1,5.64,61.6,473.21,23.91
"1413",3.01,"SI2","3.01_SI2",17624.5,59,9.29,9.22,5.66,61.17,484.8,36.35
"1414",3.02,"I1","3.02_I1",10577,56,9.11,9.02,5.91,65.2,485.64,21.78
"1415",3.04,"SI2","3.04_SI2",16956.5,59.5,9.32,9.27,5.69,61.25,491.6,34.49
"1416",3.05,"I1","3.05_I1",10453,58,9.26,9.25,5.66,60.9,484.81,21.56
"1417",3.11,"I1","3.11_I1",9823,57,9.15,9.02,5.98,65.9,493.55,19.9
"1418",3.22,"I1","3.22_I1",12545,55,9.49,9.42,5.92,62.6,529.22,23.7
"1419",3.24,"I1","3.24_I1",12300,58,9.44,9.4,5.85,62.1,519.11,23.69
"1420",3.4,"I1","3.4_I1",15964,52,9.42,9.34,6.27,66.8,551.65,28.94
"1421",3.5,"I1","3.5_I1",12587,57,9.65,9.59,6.03,62.8,558.04,22.56
"1422",3.51,"VS2","3.51_VS2",18701,59,9.66,9.63,6.03,62.5,560.95,33.34
"1423",3.65,"I1","3.65_I1",11668,53,9.53,9.48,6.38,67.1,576.4,20.24
"1424",3.67,"I1","3.67_I1",16193,56,9.86,9.81,6.13,62.4,592.93,27.31
"1425",4,"I1","4_I1",15984,58,10.01,9.94,6.31,63.3,627.84,25.46
"1426",4.01,"I1","4.01_I1",15223,61.5,10.08,10.02,6.2,61.75,626.21,24.31
"1427",4.13,"I1","4.13_I1",17329,61,10,9.85,6.43,64.8,633.36,27.36
"1428",4.5,"I1","4.5_I1",18531,58,10.23,10.16,6.72,65.8,698.46,26.53
"1429",5.01,"I1","5.01_I1",18018,59,10.74,10.54,6.98,65.5,790.13,22.8
